Entity,Type
ગુજરાત,Location
મહારાષ્ટ્ર,Location
રાજસ્થાન,Location
સરસ્વતી નદી,Organization
ભારત-સંયુક્ત રાષ્ટ્ર,Organization
પીએસઆઇડીએસ,Organization
પરિણિતી ચોપરાને,Person
મુંબઈ,Location
આપણા,Person
યેહૂઆબ,Person
રાજ્યશાસન,Organization
શહેર,Location
નવા રાજ્યશાસન,Event
ટીમ ઇન્ડીયા,Organization
શ્રીલંકા,Location
મેચ,Event
નેશનલલિસ્ટ કોંગ્રેસ પાર્ટી,Organization
નેશનલ કોન્ફરન્સ,Organization
ડીએમકે,Organization
તૃણમૂલ કોંગ્રેસ,Organization
શિવસેના,Organization
એસપી,Organization
આરજેડી,Organization
સીપીઆઈ (એમ),Organization
સીપીઆઈ,Organization
આઈયુએમએલ,Organization
આરએસપી,Organization
પીડીપી,Organization
એમડીએમકે,Organization
કેરળ કોંગ્રેસ (એમ),Organization
એઆઈયુડીએફ,Organization
કેરળ,Location
ચહલે કારકિર્દીમાં પ્રથમ વખત,Event
પૃષ્ઠભૂમિ,Location
BSNL,Organization
ભારત,Location
ખંડગ્રાસ સૂર્યગ્રહણ,Event
ભારત,Location
પાકિસ્તાન,Location
દક્ષિણ એશિયા,Location
આપણે,Person
એક્ટર્સ,Person
મંત્રીમંડળ,Person
પૂલ કરવામાં આવેલી,Organization
PCGS,Organization
રામમંદીર,Location
વિદ્યાર્થીઓને ઉતારતા ઉતારતા,Event
સીરમ,Product
નિકાસ,Person
રૂમી,Person
સરકાર,Organization
રૂમી મંડળમાં,Organization
ભારત,Organization
એઇડ્ઝ,Product
બીચ,Location
સાયકલ,Product
મધમાખી,Product
બોટ,Product
ઈસુ,Person
યહોવા,Organization
આકાશ,Location
વિજય વર્મા,Person
કલ્કી કેકલિન,Person
વિજય રાઝે,Person
ભારતીય વાયુદળો,Organization
કાશ્મિર,Location
ઇંડિયા,Location
આંતકી સંગઠનના ટેરરિસ્ટ કેમ્પો પર એરસ્ટ્રાઈક,Event
ગુગલીયાણા ગામ,Location
સીસીટીવી,Organization
ઘટના,Event
ચાણક્ય,Person
અમિત શાહ,Person
આર્ટિકલ 370,Event
સ્ત્રી,Person
પુરુષો,Person
સૌરાષ્ટ્ર,Location
દક્ષિણ ગુજરાત,Location
અનરાધાર વરસાદ,Event
દુનિયા,Location
હૃતિક રોશન,Person
યામી ગૌતમ,Person
રોનિત રોય,Person
રોહિત રોય,Person
નરેન્દ્ર ઝા,Person
ફિરોઝશાહ કોટલા,Location
દિલ્હી,Location
મેચ,Event
આરોગ્ય વિભાગ,Organization
કોયડો,Product
હેમંત સોરેન,Person
વિક્રાંતે,Person
લક્ષ્‍મી,Person
આલોક દીક્ષિત,Person
બ્રેસ્ટ ફીડિંગ,Product
સોનિયા ગાંધી,Person
મુખ્યમંત્રી,Person
કોંગ્રેસ,Organization
પોલીસ,Person
દારુ,Person
પોલીસ,Organization
દારુ,Product
તેમણે,Person
આંગણવાડી કાર્યકરો,Person
આંગણવાડી હેલ્પરો,Person
મહિલા સુપરવાઇઝરો,Person
એક્રિડેટેડ સોશિયલ હેલ્થ એક્ટિવિસ્ટ (ASHA),Person
સહાયક નર્સો,Person
દાયણો (ANM),Person
વિશ્લેષકો,Person
ભારતીય બોક્સ ઓફિસ,Organization
ઈસુ,Person
જમ્મુ,Location
કાશ્મીર,Location
દેશ,Location
આગની ઘટના,Event
જોકે,Organization
TV,Product
સેમસંગ,Organization
નોએડા,Location
સેક્ટર 81,Location
ભાઈ,Person
જમ્મૂ,Location
કાશ્મીર,Location
ફેશવોશ,Product
મૃતક,Person
ડિજિટાઈઝેશન,Event
તે,Person
પોલીસ,Organization
ત્યાં,Location
સ્ટ્રીટ્સ,Location
પોલીસ કંટ્રોલ રૂમમાં,Location
મિત્ર,Person
દેશો,Location
પોલીસ,Person
સીસીટ્ટવી,Organization
એફએસએલ,Organization
કહ્યું,Person
સરકારે,Organization
કેતુલે,Person
ગડી,Location
દૂધ,Product
પેનલ,Organization
ઇન્ટરવ્યૂ,Event
નિર્મલા સીતારમણ,Person
ભાજપ,Organization
કોંગ્રેસ,Organization
તમે,Person
ખ્રિસ્ત,Person
પોલીસ,Organization
આરોપી,Person
રિચાર્ડ થોમ્પ્સન,Person
જમીન,Location
હથેળીઓ,Product
ભાજપી નેતાઓ,Person
ભાજપી,Organization
રાજય,Location
નીકળવું,Event
પોલીસ જવાન,Person
ભાજપ,Organization
પ્રદેશ,Location
ગેલેરી,Organization
સાહિદ ખાન,Person
ભારત,Location
મુંબઇ,Location
નવી દિલ્હી,Location
અમૃતસર,Location
પાકિસ્તાન,Location
જાહેરાત,Event
આહાર,Product
ડ્રમિંગ,Product
આપણે,Organization
આલિયા ભટ્ટ,Person
મુંબઈના એરપોર્ટ,Organization
મુંબઈ,Location
કાર,Product
સ્વર્ગીય અટલ બિહારી વાજપેયી,Person
પ્રવાસી ભારતીય દિવસ,Event
ઈરાનના વિદ્વાનો અને વિચારકો,Person
ઈરાન,Location
સેન્ટ પીટ્સબર્ગ,Location
મોટી વિપત્તિ,Event
નીતિન ગડકરી,Person
રાજમાર્ગ,Organization
કેન્દ્રીય માર્ગ,Location
Facebook,Product
Twitter,Product
ભારત,Location
પાકિસ્તાન,Location
કાશ્મીર,Location
ગાંધીજી,Person
પ્રધાનમંત્રી,Person
ભારત,Organization
ભારત,Location
પિતા,Person
જસ્ટિસ ચેલામેશ્વર,Person
ર,Person
ઈસમો,Person
પોલીસ,Organization
staff,Organization
govt,Organization
પ્રતિભાશાળી કવિ,Person
એક નાટ્ય લેખક,Person
લેખક,Person
ફાબ્યુલિસટ,Person
પોલીસ,Organization
શમશાબાદ,Location
સિડ્ડુલાગટ્ટા રોડ,Location
રાજનાથ સિંહ,Person
કેન્દ્રીય સંરક્ષણ મંત્રી,Organization
પટના,Location
હરસ-મસા,Product
વડા પ્રધાન,Person
માછેલાઇ ગામ,Location
કેવુ ગુંડારાજ,Person
જિતેન્દ્ર,Person
કોંગ્રેસ,Organization
હિંમતવાલા,Product
તમે,Organization
તમારા,Organization
પ્રાપ્તિ,Event
બોમ્બ બ્લાસ્ટ,Event
1827 કાયદાઓ,Event
બોમ્બ,Product
સમિતિ,Organization
બારત,Location
પ્રત્યાર્પણ સંધિ,Event
રોહિત શર્મા,Person
શિખર ધવન,Person
વિરાટ કોહલી,Person
શ્રેયસ ઐયર,Person
ઋષભ પંત,Person
હાર્દિક પંડ્યા,Person
રવિન્દ્ર જાડેજા,Person
વોશિંગ્ટન સુંદર,Person
દીપક ચહર,Person
રાહુલ ચહર,Person
નવદીપ સૈની,Person
ભારત,Location
મૃતક,Person
પોલીસ,Organization
કસુવાવડ,Location
ઘટના,Event
સરથાણા પોલીસ,Organization
સરથાણા,Location
પરીક્ષા,Event
પેપર-પેન,Product
સ્વરા ભાસ્કર,Person
સુધીર મિશ્રા,Person
રેખા ભારદ્વાજ,Person
અનુભવ સિંહા,Person
દિયા મિર્ઝા,Person
રાહુલ ધોળકિયા,Person
અલી ફઝલ,Person
નીરજ ઘાયવાન,Person
રીમા કાગતી,Person
હંસલ મહેતા,Person
વિક્રમાદિત્ય મોટવાણે,Person
સૌરભ શુક્લા,Person
રાજકુમાર ગુપ્તા,Person
આમિર ખાન,Person
કેટરીના,Person
અમિતાભ બચ્ચન,Person
નાયબ,Person
સાથે,Person
સોનાક્ષી,Person
ફિલ્મ,Organization
એરો ઈન્ડિયા,Organization
બેંગલુરુ,Location
હોસ્પિટલ,Location
ફેન્સ,Organization
પ્રધાનમંત્રી શ્રી નરેન્દ્ર મોદી,Person
યુકેના પ્રધાનમંત્રી શ્રી બોરિસ જ્હોન્સન,Person
UN એજન્સી,Organization
સિવિલ સોસાયટી,Organization
વર્ચ્યુઅલ વૈશ્વિક રસી સમિટ,Event
ગૌતમ તિન્નાનુરી,Person
મીનાક્ષી,Person
રાહુલ ગાંધી,Person
ભાજપ,Organization
આરબીઆઈ,Organization
જે વ્યક્તિ,Person
ચેન્નઇ,Organization
કોલંબો,Organization
શ્રીલંકા,Location
ચેન્નઇ,Location
કોલંબો,Location
પર્સન,Person
UPI,Organization
PM મોદી,Person
IDBI બેંક,Organization
LIC,Organization
ડીલ,Event
કેબિનેટ,Event
નિર્ણય,Event
રણવીર સિંહ,Person
અભિષેક બચ્ચન,Person
કોબી બ્રાયન,Person
સચીન પાઈલ્ટ,Person
કોંગ્રેસ,Organization
રાજસ્થાન,Organization
રાજસ્થાન,Location
શેરી,Location
રાજકારણી,Person
સીએમ સુશીલકુમાર મોદી,Person
જમ્મુ,Location
કાશ્મીર,Location
પાકિસ્તાન,Location
કાશ્મીર,Location
અનુચ્છેદ 370 હટાવાયા,Event
કેન્દ્ર,Person
સરકાર,Organization
વ્યક્તિ,Person
શકિબ અલ હસન,Person
કોલકાતા નાઈટ રાઈડર્સ,Organization
કોલકાતા,Location
સ્પ્રાઉટ્સ,Product
સરકાર,Organization
પેટનું એક્સ-રે,Product
બે રહીશો,Person
મોત,Event
અમેરીકા,Location
ઓસ્ટ્રેલિયા,Location
સિંગાપુર,Location
ચીન,Location
આમ આદમી,Person
પાર્ટી,Organization
કોંગ્રેસ,Organization
દિલ્હી,Location
સુનાવણી,Event
નિર્ણય,Event
કેટલાક,Person
તારો ਨિશ્ચય,Event
પંચાયતઘર,Organization
દુધની ડેરી,Organization
કેવી ગામ,Location
ઈન્સ્ટીટ્યૂશન ઓફ એન્જિનિયર્સ,Organization
ઘટનાઓ,Event
મોબાઇલ,Product
મેઈલ,Product
Endru Vols,Person
સંસ્થા,Organization
કાળે,Event
રમકડું,Product
બાઇક,Product
પુસ્તક,Product
ડિઝાઇનર્સ,Organization
મહારાષ્ટ્ર,Location
વિધાનસભા,Event
હું,Person
યુરોપિયન યુનિયન,Organization
ક્યાં,Location
બાળક,Person
કોર્ટ,Organization
સોનાક્ષી સિન્હાની,Person
અરમાન મલિકે,Person
ઈસુ ખ્રિસ્ત,Person
હું,Person
ગઇકાલે મોડી,Person
UDMA,Organization
બાર્નાબાસ,Person
હું,Person
સુલેમાન,Person
ગગનયાન સલાહકાર સમિતિ,Organization
ચેન્નાઇ,Location
વિશાખાપટ્ટનમ,Location
વન-ડે મેચ,Event
યશા,Person
શરીફ,Person
મનમોહન સિંહ,Person
સંયુક્ત રાષ્ટ્ર,Organization
ભારત,Organization
ન્યુયોર્ક,Location
ટેસ્ટમાં,Event
બાઇબલ,Event
તેમણે,Person
લોકો,Person
હું,Person
સરકાર,Organization
ગીતા કપૂર,Person
મલાઈકા અરોડા,Person
ટેરેન્સ લુઈસ,Person
ભગવાન,Person
ઈસુ,Person
રોટલી,Product
વિક્કી કૌશલ,Person
યામી ગૌતમ,Person
મોહિત રૈના,Person
પરેશ રાવલ,Person
કૃતિ કુલ્હારી,Person
અકસ્માત,Person
બાજરી,Location
મતદાન,Event
બંને શખ્સો,Person
દારૂ,Product
બહુકોષીય પ્રાણી,Person
હતી,Person
ત્રણ લોકો,Person
નાની વિમાન,Location
પ્રકરણથી પૂર્વ પરાજીવ યુગના પ્રથમ સમયનો અંત,Event
સામાન્ય ગરમ સ્થિતિ,Event
मुलायम सिंह यादव,Person
अखिलेश यादव,Person
मायावती,Person
कल्याण सिंह,Person
राम प्रकाश गुप्त,Person
राजनाथ सिंह,Person
श्रीपति मिश्र,Person
वीर बहादुर सिंह,Person
एनडी तिवारी,Person
તેમણે,Person
સ્વર્ગ,Location
ધરતી,Location
મોદી,Person
ભારતના સરકાર,Organization
પોલીસ,Organization
ઇલેક્ટ્રિક લોકો શેડ,Organization
ભુસાવાલ,Location
રામનાથ કોવિંદ,Person
ભારત,Organization
ભવન,Location
રાષ્ટ્રપતિ ભવન,Location
સંરક્ષણ પ્રતિષ્ઠાપન,Event
સમારોહ,Event
વીરતા પુરસ્કાર,Event
વિશિષ્ટ સેવા સન્માન,Event
હર્ષવર્ધન,Person
થિંકટેન્ક,Person
ભારત,Location
બલૂચિસ્તાન,Location
ચીન,Location
તંગદિલી સર્જશે,Event
દિનેશ ગુન્ડુરાવે,Person
કોંગ્રેસ,Organization
શિલ્પા શેટ્ટી,Person
સુનંદા શેટ્ટી,Person
સુરેન્દ્ર શેટ્ટી,Person
માધવન નાયર,Person
રાજીવન,Person
અનુજ અગ્રવાલ,Person
એન.સી. મારવા,Person
ડૉ,Person
AAI,Organization
રાષ્ટ્રીય કુદરતી આપત્તિ વ્યવસ્થાપન સત્તામંડળ,Organization
INCOIS,Organization
પ્રોફેશનલ્સ,Person
ભારતીય સેના,Organization
આરોપી,Person
પરિવારજનો,Person
સંબંધીઓ,Person
ભારતીય,Person
ભાજપ,Organization
પુસ્તક,Product
ફિલ્મ,Product
મહેરબાની,Person
રાઘવ,Person
રાજિન્દર,Person
પાર્ટી,Organization
રાજિન્દર નગર,Location
જીત,Event
કબીર ખાન,Person
જમ્મુ-કાશ્મીર,Location
શોપિયા જિલ્લા,Location
કિલૂરા વિસ્તાર,Location
હિજબુલના પાંચ આતંકીઓને ઠાર કરી દીધા છે,Event
